id_X,region,x,y
115-3-9-2000,1,1.410986974,4.828313737
115-3-9-2000,1,2.091864062,4.605170186
115-3-9-2000,1,2.493205453,3.17805383
115-3-23-2000,1,0.810930216,4.369447852
115-3-23-2000,1,1.410986974,5.517452896
115-3-23-2000,1,2.091864062,5.318119994
115-3-23-2000,1,2.493205453,2.995732274
115-4-6-2000,1,0.810930216,3.33220451
115-4-6-2000,1,1.410986974,4.394449155
115-4-6-2000,1,2.091864062,3.871201011
115-4-6-2000,1,2.493205453,2.079441542
115-4-20-2000,1,0.810930216,3.63758616
115-4-20-2000,1,1.410986974,4.317488114
115-4-20-2000,1,2.091864062,3.80666249
115-4-20-2000,1,2.493205453,1.791759469
115-5-6-2000,1,0.810930216,5.402677382
115-5-6-2000,1,2.091864062,2.833213344
115-5-6-2000,1,2.493205453,3.36729583
115-5-17-2000,1,0.810930216,5.313205979
115-5-17-2000,1,2.091864062,1.945910149
115-5-17-2000,1,2.493205453,3.258096538
115-11-3-2000,1,0.810930216,5.129898715
115-11-3-2000,1,1.410986974,4.317488114
115-11-3-2000,1,2.091864062,4.290459441
115-11-3-2000,1,2.493205453,4.304065093
115-11-17-2000,1,0.810930216,5.105945474
115-11-17-2000,1,1.410986974,3.401197382
115-11-17-2000,1,2.091864062,3.36729583
115-11-17-2000,1,2.493205453,3.218875825
115-12-1-2000,1,0.810930216,4.454347296
115-12-1-2000,1,1.410986974,4.248495242
115-12-1-2000,1,2.091864062,3.850147602
115-12-1-2000,1,2.493205453,3.970291914
115-12-15-2000,1,0.810930216,4.836281907
115-12-15-2000,1,1.410986974,4.48863637
115-12-15-2000,1,2.091864062,4.143134726
115-12-15-2000,1,2.493205453,3.871201011
115-12-29-2000,1,0.810930216,4.356708827
115-12-29-2000,1,1.410986974,4.127134385
115-12-29-2000,1,2.091864062,3.135494216
115-12-29-2000,1,2.493205453,3.526360525
115-1-12-2001,1,0.810930216,3.828641396
115-1-12-2001,1,1.410986974,4.248495242
115-1-12-2001,1,2.091864062,3.688879454
115-1-12-2001,1,2.493205453,3.828641396
115-1-26-2001,1,0.810930216,3.988984047
115-1-26-2001,1,1.410986974,4.634728988
115-1-26-2001,1,2.091864062,4.204692619
115-1-26-2001,1,2.493205453,3.931825633
115-2-9-2001,1,0.810930216,4.912654886
115-2-9-2001,1,1.410986974,5.313205979
115-2-9-2001,1,2.091864062,4.882801923
115-2-9-2001,1,2.493205453,4.8978398
115-2-23-2001,1,1.410986974,5.003946306
115-2-23-2001,1,2.091864062,3.63758616
115-2-23-2001,1,2.493205453,3.218875825
115-3-9-2001,1,1.410986974,4.753590191
115-3-9-2001,1,2.091864062,3.218875825
115-3-9-2001,1,2.493205453,2.944438979
115-3-23-2001,1,1.410986974,4.49980967
115-3-23-2001,1,2.091864062,4.454347296
115-3-23-2001,1,2.493205453,3.496507561
115-4-6-2001,1,1.410986974,3.33220451
115-4-6-2001,1,2.091864062,3.891820298
115-4-6-2001,1,2.493205453,2.197224577
115-4-20-2001,1,1.410986974,3.496507561
115-4-20-2001,1,2.091864062,3.663561646
115-4-20-2001,1,2.493205453,1.945910149
115-12-1-2001,1,0.810930216,4.672828834
115-12-1-2001,1,1.410986974,4.394449155
115-12-1-2001,1,2.091864062,4.454347296
115-12-1-2001,1,2.493205453,4.094344562
115-12-8-2001,1,0.810930216,3.912023005
115-12-8-2001,1,1.410986974,3.295836866
115-12-8-2001,1,2.091864062,3.526360525
115-12-8-2001,1,2.493205453,3.555348061
115-12-15-2001,1,0.810930216,4.143134726
115-12-15-2001,1,1.410986974,3.465735903
115-12-15-2001,1,2.091864062,3.663561646
115-12-15-2001,1,2.493205453,3.784189634
115-12-22-2001,1,0.810930216,4.454347296
115-12-22-2001,1,1.410986974,3.850147602
115-12-22-2001,1,2.091864062,3.583518938
115-12-22-2001,1,2.493205453,3.258096538
115-12-29-2001,1,0.810930216,4.430816799
115-12-29-2001,1,1.410986974,3.761200116
115-12-29-2001,1,2.091864062,3.63758616
115-12-29-2001,1,2.493205453,3.583518938
115-1-12-2002,1,0.810930216,4.406719247
115-1-12-2002,1,1.410986974,3.583518938
115-1-12-2002,1,2.091864062,3.433987204
115-1-12-2002,1,2.493205453,3.36729583
115-1-26-2002,1,0.810930216,3.555348061
115-1-26-2002,1,1.410986974,3.63758616
115-1-26-2002,1,2.091864062,2.564949357
115-1-26-2002,1,2.493205453,2.197224577
115-2-9-2002,1,0.810930216,4.077537444
115-2-9-2002,1,1.410986974,4.709530201
115-2-9-2002,1,2.091864062,4.276666119
115-2-9-2002,1,2.493205453,3.663561646
115-2-23-2002,1,0.810930216,3.33220451
115-2-23-2002,1,1.410986974,3.401197382
115-2-23-2002,1,2.091864062,3.63758616
115-2-23-2002,1,2.493205453,4.744932128
115-6-28-2002,1,0.810930216,4.543294782
115-6-28-2002,1,1.410986974,3.713572067
115-6-28-2002,1,2.091864062,3.688879454
115-6-28-2002,1,2.493205453,3.610917913
115-7-5-2002,1,1.410986974,3.931825633
115-7-5-2002,1,2.091864062,3.828641396
115-7-5-2002,1,2.493205453,3.713572067
115-7-12-2002,1,0.810930216,4.736198448
115-7-12-2002,1,1.410986974,4.127134385
115-7-12-2002,1,2.091864062,3.80666249
115-7-12-2002,1,2.493205453,3.526360525
115-7-19-2002,1,0.810930216,5.081404365
115-7-19-2002,1,2.091864062,4.682131227
115-7-19-2002,1,2.493205453,4.59511985
115-7-26-2002,1,0.810930216,4.624972813
115-7-26-2002,1,1.410986974,5.198497031
115-7-26-2002,1,2.091864062,4.919980926
115-7-26-2002,1,2.493205453,4.624972813
115-8-2-2002,1,0.810930216,3.583518938
115-8-2-2002,1,1.410986974,5.003946306
115-8-2-2002,1,2.091864062,4.304065093
115-8-2-2002,1,2.493205453,4.043051268
115-8-9-2002,1,0.810930216,3.044522438
115-8-9-2002,1,1.410986974,3.433987204
115-8-9-2002,1,2.091864062,3.401197382
115-8-9-2002,1,2.493205453,2.197224577
115-8-16-2002,1,0.810930216,4.127134385
115-8-16-2002,1,1.410986974,4.17438727
115-8-16-2002,1,2.091864062,3.555348061
115-8-16-2002,1,2.493205453,2.995732274
115-8-30-2002,1,0.810930216,3.433987204
115-8-30-2002,1,1.410986974,4.406719247
115-8-30-2002,1,2.091864062,4.094344562
115-8-30-2002,1,2.493205453,3.218875825
115-9-13-2002,1,0.810930216,4.219507705
115-9-13-2002,1,1.410986974,3.401197382
115-9-13-2002,1,2.091864062,3.401197382
115-9-13-2002,1,2.493205453,2.079441542
115-9-27-2002,1,0.810930216,5.170483995
115-9-27-2002,1,1.410986974,2.995732274
115-9-27-2002,1,2.091864062,2.890371758
115-9-27-2002,1,2.493205453,1.791759469
115-10-11-2002,1,0.810930216,4.553876892
115-10-11-2002,1,1.410986974,3.258096538
115-10-11-2002,1,2.091864062,3.135494216
115-10-11-2002,1,2.493205453,2.564949357
115-10-25-2002,1,0.810930216,3.610917913
115-10-25-2002,1,1.410986974,2.079441542
115-10-25-2002,1,2.091864062,2.197224577
115-10-25-2002,1,2.493205453,0.693147181
115-11-14-2002,1,0.810930216,4.770684624
115-11-14-2002,1,1.410986974,4.007333185
115-11-14-2002,1,2.091864062,4.127134385
115-11-14-2002,1,2.493205453,3.970291914
115-11-21-2002,1,0.810930216,4.59511985
115-11-21-2002,1,1.410986974,4.043051268
115-11-21-2002,1,2.091864062,3.737669618
115-11-21-2002,1,2.493205453,3.496507561
115-12-5-2002,1,0.810930216,4.812184355
115-12-5-2002,1,1.410986974,4.234106505
115-12-5-2002,1,2.091864062,4.248495242
115-12-5-2002,1,2.493205453,4.248495242
115-12-19-2002,1,0.810930216,4.795790546
115-12-19-2002,1,1.410986974,4.007333185
115-12-19-2002,1,2.091864062,3.912023005
115-12-19-2002,1,2.493205453,3.465735903
115-1-2-2003,1,0.810930216,4.110873864
115-1-2-2003,1,1.410986974,3.33220451
115-1-2-2003,1,2.091864062,3.091042453
115-1-2-2003,1,2.493205453,2.397895273
115-1-16-2003,1,0.810930216,4.543294782
115-1-16-2003,1,1.410986974,4.605170186
115-1-16-2003,1,2.091864062,4.077537444
115-1-16-2003,1,2.493205453,3.951243719
115-1-30-2003,1,0.810930216,4.060443011
115-1-30-2003,1,1.410986974,4.204692619
115-1-30-2003,1,2.091864062,3.33220451
115-1-30-2003,1,2.493205453,3.761200116
115-2-13-2003,1,0.810930216,3.135494216
115-2-13-2003,1,1.410986974,4.276666119
115-2-13-2003,1,2.091864062,3.931825633
115-2-13-2003,1,2.493205453,3.526360525
115-2-27-2003,1,1.410986974,4.532599493
115-2-27-2003,1,2.091864062,3.044522438
115-2-27-2003,1,2.493205453,2.708050201
115-3-13-2003,1,1.410986974,5.062595033
115-3-13-2003,1,2.091864062,3.433987204
115-3-13-2003,1,2.493205453,3.091042453
115-3-27-2003,1,1.410986974,3.931825633
115-3-27-2003,1,2.091864062,4.110873864
115-3-27-2003,1,2.493205453,2.708050201
115-4-10-2003,1,1.410986974,3.891820298
115-4-10-2003,1,2.091864062,3.465735903
115-4-10-2003,1,2.493205453,2.708050201
115-4-24-2003,1,1.410986974,3.17805383
115-4-24-2003,1,2.091864062,3.091042453
115-4-24-2003,1,2.493205453,4.234106505
115-5-8-2003,1,0.810930216,5.463831805
115-5-8-2003,1,1.410986974,4.905274778
115-5-8-2003,1,2.091864062,4.204692619
115-5-8-2003,1,2.493205453,4.262679877
115-5-22-2003,1,0.810930216,5.141663557
115-5-22-2003,1,1.410986974,4.8978398
115-5-22-2003,1,2.091864062,4.33073334
115-5-22-2003,1,2.493205453,4.691347882
115-6-5-2003,1,0.810930216,4.736198448
115-6-5-2003,1,1.410986974,4.521788577
115-6-5-2003,1,2.091864062,3.912023005
115-6-5-2003,1,2.493205453,4.219507705
115-6-19-2003,1,0.810930216,3.761200116
115-6-19-2003,1,1.410986974,4.007333185
115-6-19-2003,1,2.091864062,2.708050201
115-6-19-2003,1,2.493205453,2.995732274
115-7-3-2003,1,0.810930216,3.713572067
115-7-3-2003,1,1.410986974,4.532599493
115-7-3-2003,1,2.091864062,3.433987204
115-7-3-2003,1,2.493205453,3.33220451
115-7-17-2003,1,0.810930216,3.663561646
115-7-17-2003,1,1.410986974,3.850147602
115-7-17-2003,1,2.091864062,2.772588722
115-7-17-2003,1,2.493205453,2.564949357
115-7-31-2003,1,0.810930216,4.859812404
115-7-31-2003,1,1.410986974,4.077537444
115-7-31-2003,1,2.091864062,3.33220451
115-7-31-2003,1,2.493205453,2.772588722
115-8-14-2003,1,0.810930216,5.068904202
115-8-14-2003,1,1.410986974,3.526360525
115-8-14-2003,1,2.091864062,2.302585093
115-8-14-2003,1,2.493205453,2.397895273
115-8-28-2003,1,0.810930216,4.976733742
115-8-28-2003,1,1.410986974,3.36729583
115-8-28-2003,1,2.091864062,2.833213344
115-8-28-2003,1,2.493205453,2.197224577
115-9-11-2003,1,0.810930216,4.700480366
115-9-11-2003,1,1.410986974,3.465735903
115-9-11-2003,1,2.091864062,2.197224577
115-9-11-2003,1,2.493205453,1.609437912
115-9-25-2003,1,0.810930216,4.204692619
115-9-25-2003,1,1.410986974,3.17805383
115-9-25-2003,1,2.091864062,2.564949357
115-9-25-2003,1,2.493205453,1.945910149
115-10-9-2003,1,0.810930216,3.688879454
115-10-9-2003,1,1.410986974,2.995732274
115-10-9-2003,1,2.091864062,1.609437912
115-10-9-2003,1,2.493205453,1.386294361
115-11-6-2003,1,0.810930216,4.605170186
115-11-6-2003,1,1.410986974,3.988984047
115-11-6-2003,1,2.493205453,3.951243719
115-11-21-2003,1,0.418710335,4.304065093
115-11-21-2003,1,0.810930216,4.248495242
115-11-21-2003,1,1.410986974,3.295836866
115-11-21-2003,1,2.493205453,2.564949357
115-12-6-2003,1,0.418710335,4.369447852
115-12-6-2003,1,0.810930216,4.543294782
115-12-6-2003,1,1.410986974,3.258096538
115-12-6-2003,1,2.493205453,2.833213344
115-12-21-2003,1,0.418710335,2.63905733
115-12-21-2003,1,0.810930216,4.262679877
115-12-21-2003,1,1.410986974,3.688879454
115-12-21-2003,1,2.493205453,2.708050201
115-1-5-2004,1,0.810930216,4.709530201
115-1-5-2004,1,1.410986974,4.465908119
115-1-5-2004,1,2.493205453,3.401197382
115-1-20-2004,1,0.418710335,3.761200116
115-1-20-2004,1,0.810930216,4.094344562
115-1-20-2004,1,1.410986974,3.828641396
115-1-20-2004,1,2.493205453,2.890371758
115-2-4-2004,1,0.418710335,3.496507561
115-2-4-2004,1,0.810930216,3.63758616
115-2-4-2004,1,1.410986974,3.828641396
115-2-4-2004,1,2.493205453,2.302585093
115-2-19-2004,1,0.418710335,3.784189634
115-2-19-2004,1,0.810930216,4.304065093
115-2-19-2004,1,1.410986974,5.049856007
115-2-19-2004,1,2.493205453,4.204692619
115-3-5-2004,1,0.418710335,4.060443011
115-3-5-2004,1,0.810930216,3.36729583
115-3-5-2004,1,1.410986974,4.48863637
115-3-5-2004,1,2.493205453,3.433987204
115-3-20-2004,1,0.418710335,4.955827058
115-3-20-2004,1,1.410986974,5.010635294
115-3-20-2004,1,2.493205453,3.988984047
115-4-4-2004,1,0.418710335,4.905274778
115-4-4-2004,1,1.410986974,4.682131227
115-4-4-2004,1,2.493205453,3.465735903
115-4-19-2004,1,0.418710335,4.919980926
115-4-19-2004,1,1.410986974,4.127134385
115-4-19-2004,1,2.493205453,2.63905733
115-5-21-2004,1,0.810930216,5.384495063
115-5-21-2004,1,1.410986974,4.955827058
115-5-21-2004,1,2.091864062,4.382026635
115-5-21-2004,1,2.493205453,4.553876892
115-5-28-2004,1,0.810930216,5.293304825
115-5-28-2004,1,1.410986974,4.997212274
115-5-28-2004,1,2.091864062,4.859812404
115-5-28-2004,1,2.493205453,5.111987788
115-6-4-2004,1,0.810930216,4.477336814
115-6-4-2004,1,2.091864062,3.258096538
115-6-4-2004,1,2.493205453,3.496507561
115-6-18-2004,1,0.810930216,4.521788577
115-6-18-2004,1,1.410986974,3.258096538
115-6-18-2004,1,2.091864062,2.63905733
115-6-18-2004,1,2.493205453,2.944438979
115-7-2-2004,1,0.810930216,4.615120517
115-7-2-2004,1,1.410986974,3.784189634
115-7-2-2004,1,2.091864062,3.36729583
115-7-2-2004,1,2.493205453,3.433987204
115-7-16-2004,1,0.810930216,4.691347882
115-7-16-2004,1,1.410986974,3.871201011
115-7-16-2004,1,2.091864062,3.465735903
115-7-16-2004,1,2.493205453,3.784189634
115-7-30-2004,1,0.810930216,4.804021045
115-7-30-2004,1,1.410986974,3.63758616
115-7-30-2004,1,2.091864062,3.17805383
115-7-30-2004,1,2.493205453,3.218875825
115-8-13-2004,1,0.810930216,4.262679877
115-8-13-2004,1,1.410986974,3.988984047
115-8-13-2004,1,2.091864062,3.33220451
115-8-13-2004,1,2.493205453,3.218875825
115-8-27-2004,1,0.810930216,4.204692619
115-8-27-2004,1,2.091864062,3.401197382
115-8-27-2004,1,2.493205453,3.044522438
115-9-10-2004,1,0.810930216,2.772588722
115-9-10-2004,1,1.410986974,3.951243719
115-9-10-2004,1,2.091864062,2.833213344
115-9-10-2004,1,2.493205453,1.609437912
115-9-24-2004,1,0.810930216,2.48490665
115-9-24-2004,1,1.410986974,3.091042453
115-9-24-2004,1,2.091864062,2.397895273
115-9-24-2004,1,2.493205453,1.791759469
115-10-8-2004,1,0.810930216,1.098612289
115-10-8-2004,1,1.410986974,2.708050201
115-10-8-2004,1,2.091864062,2.708050201
115-10-8-2004,1,2.493205453,1.386294361
115-10-22-2004,1,0.810930216,2.397895273
115-10-22-2004,1,1.410986974,3.713572067
115-10-22-2004,1,2.091864062,5.323009979
115-10-22-2004,1,2.493205453,2.397895273
115-11-11-2004,1,0.418710335,4.564348191
115-11-11-2004,1,0.810930216,4.189654742
115-11-11-2004,1,1.410986974,3.465735903
115-11-11-2004,1,2.091864062,3.33220451
115-11-11-2004,1,2.493205453,2.995732274
115-11-25-2004,1,0.418710335,4.418840608
115-11-25-2004,1,0.810930216,4.564348191
115-11-25-2004,1,1.410986974,3.555348061
115-11-25-2004,1,2.091864062,3.295836866
115-11-25-2004,1,2.493205453,3.433987204
115-12-9-2004,1,0.418710335,3.496507561
115-12-9-2004,1,0.810930216,4.025351691
115-12-9-2004,1,1.410986974,3.135494216
115-12-9-2004,1,2.091864062,2.772588722
115-12-9-2004,1,2.493205453,3.091042453
115-12-23-2004,1,0.418710335,3.526360525
115-12-23-2004,1,0.810930216,4.33073334
115-12-23-2004,1,1.410986974,3.091042453
115-12-23-2004,1,2.091864062,2.708050201
115-12-23-2004,1,2.493205453,2.772588722
115-1-6-2005,1,0.418710335,3.258096538
115-1-6-2005,1,0.810930216,4.927253685
115-1-6-2005,1,1.410986974,3.610917913
115-1-6-2005,1,2.091864062,3.218875825
115-1-6-2005,1,2.493205453,3.295836866
115-1-20-2005,1,0.418710335,3.555348061
115-1-20-2005,1,0.810930216,4.709530201
115-1-20-2005,1,1.410986974,2.708050201
115-1-20-2005,1,2.091864062,4.369447852
115-1-20-2005,1,2.493205453,4.343805422
115-2-3-2005,1,0.418710335,3.713572067
115-2-3-2005,1,0.810930216,3.688879454
115-2-3-2005,1,1.410986974,2.302585093
115-2-3-2005,1,2.091864062,2.48490665
115-2-3-2005,1,2.493205453,2.564949357
115-2-17-2005,1,0.418710335,3.784189634
115-2-17-2005,1,0.810930216,3.63758616
115-2-17-2005,1,2.091864062,2.48490665
115-2-17-2005,1,2.493205453,3.17805383
115-3-3-2005,1,0.418710335,3.713572067
115-3-3-2005,1,0.810930216,3.218875825
115-3-3-2005,1,2.091864062,2.708050201
115-3-3-2005,1,2.493205453,3.091042453
115-3-17-2005,1,0.418710335,3.555348061
115-3-17-2005,1,0.810930216,4.007333185
115-3-17-2005,1,2.091864062,2.995732274
115-3-17-2005,1,2.493205453,2.995732274
115-3-31-2005,1,0.418710335,4.025351691
115-3-31-2005,1,0.810930216,4.248495242
115-3-31-2005,1,2.091864062,3.526360525
115-3-31-2005,1,2.493205453,3.433987204
115-4-14-2005,1,0.418710335,3.713572067
115-4-14-2005,1,0.810930216,5.068904202
115-4-14-2005,1,2.091864062,4.17438727
115-4-14-2005,1,2.493205453,3.850147602
115-4-28-2005,1,0.418710335,3.17805383
115-4-28-2005,1,0.810930216,4.369447852
115-4-28-2005,1,2.091864062,4.59511985
115-5-18-2005,1,0.418710335,4.317488114
115-5-18-2005,1,0.810930216,4.644390899
115-5-18-2005,1,1.410986974,3.761200116
115-5-18-2005,1,2.091864062,3.761200116
115-5-18-2005,1,2.493205453,3.496507561
115-6-1-2005,1,0.418710335,3.871201011
115-6-1-2005,1,0.810930216,4.204692619
115-6-1-2005,1,1.410986974,2.708050201
115-6-1-2005,1,2.091864062,2.397895273
115-6-1-2005,1,2.493205453,2.302585093
115-6-15-2005,1,0.418710335,4.574710979
115-6-15-2005,1,0.810930216,3.970291914
115-6-15-2005,1,1.410986974,3.526360525
115-6-15-2005,1,2.091864062,3.433987204
115-6-15-2005,1,2.493205453,2.833213344
115-6-29-2005,1,0.418710335,3.401197382
115-6-29-2005,1,0.810930216,3.931825633
115-6-29-2005,1,1.410986974,2.833213344
115-6-29-2005,1,2.091864062,2.397895273
115-6-29-2005,1,2.493205453,1.945910149
115-7-13-2005,1,0.418710335,3.465735903
115-7-13-2005,1,0.810930216,3.988984047
115-7-13-2005,1,1.410986974,3.33220451
115-7-13-2005,1,2.091864062,3.044522438
115-7-13-2005,1,2.493205453,2.995732274
115-7-27-2005,1,0.418710335,3.63758616
115-7-27-2005,1,0.810930216,2.944438979
115-7-27-2005,1,1.410986974,2.48490665
115-7-27-2005,1,2.493205453,1.098612289
115-8-10-2005,1,0.418710335,3.091042453
115-8-10-2005,1,0.810930216,4.394449155
115-8-10-2005,1,1.410986974,3.33220451
115-8-10-2005,1,2.091864062,2.63905733
115-8-10-2005,1,2.493205453,1.945910149
115-8-24-2005,1,0.418710335,3.80666249
115-8-24-2005,1,0.810930216,3.258096538
115-8-24-2005,1,1.410986974,3.17805383
115-8-24-2005,1,2.091864062,2.708050201
115-8-24-2005,1,2.493205453,1.386294361
115-9-7-2005,1,0.418710335,3.526360525
115-9-7-2005,1,0.810930216,3.295836866
115-9-7-2005,1,1.410986974,3.433987204
115-9-7-2005,1,2.091864062,1.945910149
115-9-7-2005,1,2.493205453,1.386294361
115-9-21-2005,1,0.418710335,3.36729583
115-9-21-2005,1,0.810930216,3.663561646
115-9-21-2005,1,1.410986974,4.86753445
115-9-21-2005,1,2.091864062,3.401197382
115-9-21-2005,1,2.493205453,1.609437912
115-10-5-2005,1,0.418710335,2.944438979
115-10-5-2005,1,0.810930216,3.17805383
115-10-5-2005,1,1.410986974,4.304065093
115-10-5-2005,1,2.091864062,2.890371758
115-10-5-2005,1,2.493205453,0.693147181
115-10-19-2005,1,0.418710335,3.17805383
115-10-19-2005,1,0.810930216,2.708050201
115-10-19-2005,1,1.410986974,2.708050201
115-10-19-2005,1,2.091864062,2.397895273
115-10-19-2005,1,2.493205453,1.098612289
115-11-2-2005,1,0.418710335,3.17805383
115-11-2-2005,1,0.810930216,2.079441542
115-11-2-2005,1,1.410986974,3.496507561
115-11-2-2005,1,2.091864062,2.944438979
115-12-13-2005,1,0.418710335,3.526360525
115-12-13-2005,1,0.810930216,2.995732274
115-12-13-2005,1,1.410986974,4.442651256
115-12-13-2005,1,2.091864062,4.025351691
115-12-13-2005,1,2.493205453,3.610917913
115-12-20-2005,1,0.418710335,2.63905733
115-12-20-2005,1,0.810930216,4.025351691
115-12-20-2005,1,1.410986974,4.189654742
115-12-20-2005,1,2.091864062,4.290459441
115-12-20-2005,1,2.493205453,4.189654742
115-12-27-2005,1,0.418710335,1.791759469
115-12-27-2005,1,0.810930216,4.521788577
115-12-27-2005,1,1.410986974,4.219507705
115-12-27-2005,1,2.091864062,3.871201011
115-12-27-2005,1,2.493205453,3.970291914
115-1-3-2006,1,0.418710335,3.663561646
115-1-3-2006,1,0.810930216,4.753590191
115-1-3-2006,1,1.410986974,4.634728988
115-1-3-2006,1,2.091864062,4.127134385
115-1-3-2006,1,2.493205453,4.060443011
115-1-10-2006,1,0.418710335,4.248495242
115-1-10-2006,1,0.810930216,4.94875989
115-1-10-2006,1,1.410986974,4.820281566
115-1-10-2006,1,2.091864062,4.663439094
115-1-10-2006,1,2.493205453,4.59511985
115-1-24-2006,1,0.418710335,2.944438979
115-1-24-2006,1,0.810930216,4.007333185
115-1-24-2006,1,1.410986974,4.442651256
115-1-24-2006,1,2.091864062,3.496507561
115-1-24-2006,1,2.493205453,3.258096538
115-2-7-2006,1,0.418710335,2.833213344
115-2-7-2006,1,0.810930216,4.605170186
115-2-7-2006,1,1.410986974,4.804021045
115-2-7-2006,1,2.091864062,4.48863637
115-2-7-2006,1,2.493205453,4.060443011
115-2-21-2006,1,0.418710335,3.496507561
115-2-21-2006,1,0.810930216,3.850147602
115-2-21-2006,1,1.410986974,5.209486153
115-2-21-2006,1,2.091864062,4.634728988
115-2-21-2006,1,2.493205453,3.401197382
115-3-7-2006,1,0.418710335,3.871201011
115-3-7-2006,1,0.810930216,3.555348061
115-3-7-2006,1,1.410986974,5.365976015
115-3-7-2006,1,2.091864062,4.682131227
115-3-7-2006,1,2.493205453,3.401197382
115-3-21-2006,1,0.418710335,4.59511985
115-3-21-2006,1,0.810930216,2.397895273
115-3-21-2006,1,2.091864062,3.135494216
115-3-21-2006,1,2.493205453,3.713572067
115-4-4-2006,1,0.418710335,4.615120517
115-4-4-2006,1,0.810930216,3.36729583
115-4-4-2006,1,2.091864062,3.610917913
115-4-18-2006,1,0.418710335,4.356708827
115-4-18-2006,1,0.810930216,3.583518938
115-4-18-2006,1,2.091864062,3.891820298
115-5-2-2006,1,0.418710335,4.158883083
115-5-2-2006,1,0.810930216,4.094344562
115-5-2-2006,1,2.091864062,2.944438979
115-5-17-2006,1,0.418710335,4.189654742
115-5-17-2006,1,0.810930216,4.382026635
115-5-17-2006,1,1.410986974,3.17805383
115-5-17-2006,1,2.091864062,3.091042453
115-5-17-2006,1,2.493205453,2.995732274
115-5-31-2006,1,0.418710335,4.644390899
115-5-31-2006,1,0.810930216,4.882801923
115-5-31-2006,1,1.410986974,4.143134726
115-5-31-2006,1,2.091864062,3.737669618
115-5-31-2006,1,2.493205453,3.401197382
115-6-14-2006,1,0.418710335,3.737669618
115-6-14-2006,1,0.810930216,4.94875989
115-6-14-2006,1,1.410986974,3.33220451
115-6-14-2006,1,2.091864062,3.33220451
115-6-14-2006,1,2.493205453,3.044522438
115-6-28-2006,1,0.418710335,3.555348061
115-6-28-2006,1,0.810930216,4.276666119
115-6-28-2006,1,1.410986974,2.079441542
115-6-28-2006,1,2.091864062,2.772588722
115-6-28-2006,1,2.493205453,2.302585093
115-7-12-2006,1,0.418710335,2.197224577
115-7-12-2006,1,0.810930216,4.369447852
115-7-12-2006,1,1.410986974,3.33220451
115-7-12-2006,1,2.091864062,3.465735903
115-7-12-2006,1,2.493205453,3.091042453
115-7-26-2006,1,0.418710335,2.995732274
115-7-26-2006,1,0.810930216,4.317488114
115-7-26-2006,1,1.410986974,3.688879454
115-7-26-2006,1,2.091864062,3.465735903
115-7-26-2006,1,2.493205453,3.295836866
115-8-9-2006,1,0.418710335,3.688879454
115-8-9-2006,1,0.810930216,4.060443011
115-8-9-2006,1,1.410986974,4.077537444
115-8-9-2006,1,2.091864062,4.262679877
115-8-9-2006,1,2.493205453,3.828641396
115-8-23-2006,1,0.418710335,2.48490665
115-8-23-2006,1,0.810930216,3.17805383
115-8-23-2006,1,1.410986974,3.828641396
115-8-23-2006,1,2.091864062,3.850147602
115-8-23-2006,1,2.493205453,3.044522438
115-9-6-2006,1,0.418710335,3.17805383
115-9-6-2006,1,0.810930216,3.688879454
115-9-6-2006,1,1.410986974,3.218875825
115-9-6-2006,1,2.091864062,2.944438979
115-9-6-2006,1,2.493205453,2.708050201
115-9-20-2006,1,0.418710335,2.890371758
115-9-20-2006,1,0.810930216,3.80666249
115-9-20-2006,1,1.410986974,2.944438979
115-9-20-2006,1,2.091864062,3.295836866
115-9-20-2006,1,2.493205453,2.48490665
115-10-4-2006,1,0.418710335,2.995732274
115-10-4-2006,1,0.810930216,3.135494216
115-10-4-2006,1,1.410986974,2.564949357
115-10-4-2006,1,2.091864062,2.772588722
115-10-4-2006,1,2.493205453,2.302585093
115-10-18-2006,1,0.418710335,3.135494216
115-10-18-2006,1,0.810930216,4.430816799
115-10-18-2006,1,1.410986974,4.691347882
115-10-18-2006,1,2.091864062,3.433987204
115-10-18-2006,1,2.493205453,2.48490665
115-11-1-2006,1,0.418710335,2.197224577
115-11-1-2006,1,0.810930216,4.9698133
115-11-1-2006,1,1.410986974,3.526360525
115-11-1-2006,1,2.091864062,3.091042453
115-11-8-2006,1,0.418710335,2.708050201
115-11-8-2006,1,0.810930216,3.258096538
115-11-8-2006,1,1.410986974,3.044522438
115-11-8-2006,1,2.091864062,4.043051268
115-11-8-2006,1,2.493205453,2.944438979
115-11-22-2006,1,0.418710335,3.891820298
115-11-22-2006,1,0.810930216,2.995732274
115-11-22-2006,1,1.410986974,2.772588722
115-11-22-2006,1,2.091864062,2.708050201
115-11-22-2006,1,2.493205453,2.564949357
115-12-6-2006,1,0.418710335,3.17805383
115-12-6-2006,1,0.810930216,3.401197382
115-12-6-2006,1,1.410986974,2.944438979
115-12-6-2006,1,2.091864062,3.044522438
115-12-6-2006,1,2.493205453,2.63905733
115-12-20-2006,1,0.418710335,3.295836866
115-12-20-2006,1,0.810930216,4.110873864
115-12-20-2006,1,1.410986974,3.496507561
115-12-20-2006,1,2.091864062,3.526360525
115-12-20-2006,1,2.493205453,3.295836866
115-1-3-2007,1,0.418710335,4.189654742
115-1-3-2007,1,0.810930216,3.80666249
115-1-3-2007,1,1.410986974,3.555348061
